Indicator Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Gasto público en educación total (% del PIB),5.10309982299805,4.69605016708374,5.25747013092041,5.22942018508911,4.90681982040405,4.51821994781494,4.2542200088501,,,
Porcentaje del gasto público en educación secundaria (% del gasto público en educación),31.36863,35.20388,31.9821,32.31004,32.94466,,,,,
Gasto corriente en educación total (% del gasto total en instituciones públicas),96.3935775756836,95.6096115112305,95.7048034667969,96.9408264160156,96.6935806274414,97.5841293334961,97.8710403442383,97.9377670288086,,
Educacin terciaria profesores (% de mujeres),,,,,,,,,,
Relación alumno-maestro nivel terciario,9.236,9.05095,9.79227,9.6658,,11.43611,,,,
Nivel de instrucción al menos nivel de maestría o equivalente población de más de 25 años total (%) (acumulativo),,1.28282999992371,1.24433994293213,2.08773994445801,1.3954199552536,1.44281995296478,1.51269996166229,,2.45360994338989,
Nivel de instrucción al menos nivel de doctorado o equivalente población de más de 25 años varones (%) (acumulativo),,0.118919998407364,0.129690006375313,0.289539992809296,0.101329997181892,0.102009996771812,0.111489996314049,,0.375669986009598,
Nivel de instrucción al menos nivel de licenciatura o equivalente población de más de 25 años mujeres (%) (acumulativo),,12.9674301147461,12.8495397567749,13.6109304428101,13.5079803466797,13.9968204498291,14.8643703460693,,16.3360195159912,
Educación de nivel secundario maestros (% de mujeres),49.6212615966797,49.3345909118652,49.4366493225098,49.4416618347168,49.9968681335449,50.389289855957,50.7068786621094,,51.6924896240234,
Maestros capacitados en el ciclo superior de la educación de nivel secundario (% del total de maestros),93.525749206543,,,,,,,,,
Maestros capacitados en el ciclo inferior de la educación de nivel secundario (% del total de maestros),90.6465530395508,,,,,,,,,
Transición a la escuela secundaria (%),96.54607,96.77148,97.06493,96.22451,96.57231,,,,,
Inscripción escolar nivel secundario varones (% neto),70.70398,74.46837,76.69764,79.07405,80.15272,79.84907,,,,
Inscripción escolar nivel secundario mujeres (% bruto),93.6471633911133,95.9470520019531,100.053466796875,104.093780517578,106.149406433105,108.219902038574,109.587608337402,109.537399291992,106.851181030273,
Relación alumno-maestro en el ciclo superior de la escuela secundaria,15.84233,16.10151,12.26957,11.86985,,13.79578,,,,
Educación de nivel secundario alumnos en programas de educación general,10120115,9042238,9473577,9805487,9941378,10279943,,,,
Nivel de instrucción al menos ciclo superior de la escuela secundaria completo población de más de 25 años total (%) (acumulativo),33.7975082397461,31.6299304962158,31.7997303009033,33.3462181091309,33.2946891784668,34.1090507507324,35.6546287536621,,38.5605812072754,
Nivel de instrucción al menos escuela de nivel posterior a la secundaria completa población de más de 25 años varones (%) (acumulativo),,,,,16.463550567627,17.358699798584,17.7133598327637,,19.3074398040771,
Nivel de instrucción al menos ciclo inferior de la escuela secundaria completo población de más de 25 años mujeres (%) (acumulativo),55.6831588745117,54.8283004760742,56.0910301208496,58.0607986450195,58.4764213562012,60.2905693054199,62.2930183410645,,65.0514221191406,
Edad de ingreso a la escuela secundaria (años),12,12,12,12,12,12,12,12,12,12
Niños que no asisten a la escuela mujeres (% de niñas en edad de asistir a la escuela primaria),,,,,,,,,,
Total de inscripciones nivel primario mujeres (% neto),,,,,,,,,,
Maestros capacitados en educación de nivel primario (% del total de maestros),95.9999313354492,92.9578704833984,93.2757415771484,93.9415893554688,94.5913467407227,94.8114700317383,95.3408508300781,88.5938568115234,,
Repetidores escuela primaria varones (% de varones inscriptos),3.54741,2.53172,1.01362,0.97792,1.09085,1.06084,,,,
Perseverancia en la escuela hasta el último grado del nivel primario mujeres (% de la cohorte),95.6034774780273,96.4706802368164,96.2517013549805,94.006591796875,97.9281234741211,94.9253463745117,97.4880828857422,96.8175735473633,,
Inscripción escolar nivel primario sector privado (% del total del nivel primario),8.34605979919434,8.52283000946045,8.73134994506836,8.7910099029541,8.96595001220703,9.26852989196777,9.55245971679688,9.78267955780029,9.91361999511719,
Tasa neta de ingreso en primer grado (% de población oficial en edad escolar),,70.91315,71.21795,72.04598,,71.08204,,,,
Inscripción escolar nivel primario mujeres (% neto),,,,,,,,,,
Tasa bruta de ingreso en primer grado mujeres (% del grupo etario correspondiente),104.54234,104.4987,105.66906,106.85436,105.90682,105.36228,,,,
Proporción alumnos-maestro nivel primario,28.01636,27.69096,27.40876,26.92701,26.74201,26.55228,,,,
Nivel de instrucción al menos escuela primaria completa población de más de 25 años total (%) (acumulativo),77.1823425292969,78.1062393188477,78.7838134765625,79.2293930053711,80.1121597290039,81.4155807495117,82.7533721923828,,83.4685516357422,
Tasa de finalización de la educación de nivel primario varones (% del grupo etario correspondiente),105.429573059082,108.938812255859,110.251930236816,104.805809020996,103.924026489258,103.883277893066,101.897537231445,101.713859558105,101.646797180176,
Maestros capacitados en educación de nivel preescolar varones (% de maestros varones),,46.3168907165527,45.8041381835938,40.4266586303711,57.392749786377,58.9454383850098,58.4311218261719,37.5343894958496,,
Inscripción escolar nivel preprimario (% bruto),104.525550842285,70.9970169067383,71.7276306152344,72.0023193359375,72.1698913574219,73.7250671386719,72.79931640625,70.9686431884766,70.5982513427734,
Proporción de inscripciones de mujeres con respecto a varones en la educación secundaria (%),1.06710004806519,1.05704998970032,1.05657994747162,1.06598997116089,1.07486999034882,1.07510995864868,1.08762001991272,1.09623003005981,1.1015499830246,
Tasa de alfabetización total de adultos (% de personas de 15 años o más),94.228401184082,93.9628524780273,94.5558776855469,94.472282409668,94.859619140625,94.9727783203125,95.3799133300781,,95.2478485107422,
Exportaciones de bienes y servicios (UMN a precios constantes),5026786469000,5095679696000,5451480252000,5910189418000,6121913068000,6376708396000,6759545931000,6858843380000,6358233775000,6797376747000
Exportaciones de bienes y servicios (US$ a precios actuales),387538503663.769,398972729094.895,419247687492.947,404585953950.897,399496352302.013,436348935038.174,479887532672.012,492646676997.031,430504335973.862,522531999072.631
Gasto nacional bruto (UMN a precios actuales),15905994237000,16464955942000,17471545178000,18765674064000,20361335810000,21877281197000,23302954192000,23824426166000,22211321206000,25395260494000
Gasto de consumo final (UMN a precios constantes),12606210048000,12803665857000,13087989471000,13423937372000,13893151311000,14282321534000,14654599273000,14660222463000,13364776734000,14225219012000
Gasto de consumo final (US$ a precios actuales),920891268613.083,1002479318587.54,1026704153846.15,910882961579.475,836182209535.954,890458679206.404,933275523661.552,968233362818.995,824511230545.109,990950841982.202
Gasto de consumo final de los hogares por crecimiento per cápita (% anual),0.919908573052666,0.424871747223989,0.888349982502319,1.49793930050114,2.49131928620892,2.07884018983498,1.59097712047482,-0.499094308647287,-10.9904078098317,6.89062844104056
Gasto de consumo final de los hogares (US$ a precios constantes de 2010),718151448787.899,730764906982.664,746466503210.016,766541732614.855,794592499903.952,819921729315.356,840931417108.471,843963560489.666,756691554290.794,813369814352.961
Gasto de consumo final del gobierno general (% del PIB),11.946733981519,12.191387292477,12.194961984343,12.3171958978037,12.0104130483677,11.6165964021021,11.5703277782178,11.3934482044803,12.5593152874934,12.0419467341841
Gasto de consumo final del gobierno general (UMN a precios actuales),1889705062000,1984414917000,2132204422000,2287563099000,2417582933000,2548003721000,2721849052000,2785212165000,2942694978000,3107244703000
Gasto militar (% del PIB),0.47598728077372,0.507919454953,0.513829957307541,0.466676122422583,0.495064413696788,0.436510296383438,0.477494205142032,0.523250156647001,0.749200161725065,0.680130763342781
Personal de las fuerzas armadas total,329750,325450,336050,336050,336050,336000,348000,328000,,
Índice de desempeño logístico: Total (De 1= bajo a 5= alto),3.06,,3.128319,,3.114031,,3.05,,,
Índice de desempeño logístico: eficiencia del despacho aduanero (1= baja a 5= alta),2.63,,2.688755,,2.877615,,2.77,,,
Servidores de Internet seguros (por cada millón de personas),27.1778782368682,32.0230030882418,41.5137314413727,58.7099962307916,121.445808149149,188.408822853684,229.708193667158,276.891025197995,330.282228724003,
Suscripciones a telefonía fija (por cada 100 personas),17.78552834,15.85251961,15.62843954,16.78812342,17.13315199,16.89416099,17.45536559,18.13018077,19.44506839,19.23094468
Tráfico marítimo de contenedores (TEU: unidades equivalentes a 20 pies),4796065,4865500,5040281,5506488,5680483,6375338,6987820,7028903,6385629,
Ferrocarriles mercaderías transportadas (millones de toneladas-kilómetros),79353,77717,80683,83401,84683,86316,87924,89049,,
Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),,,,,50,75,75,75,,
Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),60,60,60,80,100,100,100,100,,
Nivel general de la capacidad estadística (escala 0 - 100),87.7777777777778,87.7777777777778,85.5555555555555,92.2222333333333,98.8889,93.3333666666667,90,93.3333333333333,80,
Promedio grupal de políticas estructurales de la CPIA (1=bajo a 6=alto),,,,,,,,,,
Calificación de protección social de la CPIA (1=bajo a 6=alto),,,,,,,,,,
Calificación de gestión macroeconómica de la CPIA (1=bajo a 6=alto),,,,,,,,,,
Calificación de la política fiscal de la CPIA (1=bajo a 6=alto),,,,,,,,,,
Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto),,,,,,,,,,
Solicitudes de marca comercial personas no residentes por recuento,29819,34092,38814,40744,42875,43161,46419,47215,44212,
Solicitudes de diseño industrial personas residentes por recuento,1954,1749,1774,1729,1651,1635,1627,1348,1050,
Public private partnerships investment in ICT (current US$),,,,,,946600000,,,,
Investment in ICT with private participation (current US$),,,,,,946600000,,,,
Tasa tributaria total (% de utilidades comerciales),,53.1,53.4,53.5,52.9,53.4,55.7,55.1,,
Número promedio de veces que las empresas se reunieron con funcionarios impositivos,,,,,,,,,,
Procedimientos de inicio para inscribir una empresa varones (número),,7,7,7,7.83,7.83,7.83,7.83,,
Tiempo necesario para iniciar un negocio mujeres (días),,8.415,8.415,8.415,8.415,8.415,8.415,8.415,,
Costo de los procedimientos para el inicio de actividades comerciales mujeres (% del INB per cápita),,18.6,18.8,18.1,17.8,17,16.2,15.2,,
Índice de fortaleza de los derechos legales (0 = débil a 12 = fuerte),,7,8,10,10,10,10,10,,
Costo para importar cumplimiento documental (USD),,,100,100,100,100,100,100,,
Firms experiencing losses due to theft and vandalism (% of firms),,,,,,,,,,
Empresas que no informan todas las ventas por razones impositivas (% de empresas),,,,,,,,,,
Tiempo necesario para obtener una licencia de explotación (días),,,,,,,,,,
Incidencia de sobornos (% de empresas que experimentan al menos una solicitud de pago de soborno),,,,,,,,,,
Tiempo para exportar cumplimiento fronterizo (horas),,,20.38889,20.38889,20.38889,20.38889,20.38889,20.38889,,
Firms experiencing electrical outages (% of firms),,,,,,,,,,
Cobertura del registro público de crédito (% de adultos),,0,0,0,0,0,0,0,,
Las emisiones de CO2 derivadas del consumo de combustible líquido ( % del total),60.4092689979405,59.1499446643681,58.8006554372491,54.8230428066612,52.7068603025561,,,,,
Emisiones de CO2 del consumo de combustible gaseoso (% del total),28.2575109733519,30.3054690758949,30.244429001571,31.3377619077848,31.6284010432968,,,,,
Consumo de energía eléctrica (kWh per cápita),2283.07135491459,2172.17588786206,2186.37582152033,,,,,,,
Energía nuclear y alternativa (% del total de uso de energía),2.77770919080167,3.09234910919374,3.42450549549344,3.51721073584162,,,,,,
Consumo de energía renovable (% del consumo total de energía final),8.97,9.23,9.76,9.19,9.22,9.99,10.03,10.34,,
Producción de electricidad a partir del petróleo (% del total),18.2864192065827,16.1849283278287,10.947408920848,10.1488728474182,,,,,,
Producción de electricidad a partir de fuentes hidroeléctricas (% del total),10.3776348509901,9.41794528564606,12.9000053068697,9.90396544298671,,,,,,
Acceso a la electricidad sector urbano (% de la población urbana),99.6500091552734,99.7968444824219,99.6372528076172,99.3000030517578,99.8000030517578,99.9625549316406,99.8000030517578,99.9310531616211,99.8000030517578,
Access to clean fuels and technologies for cooking urban (% of urban population),94.3,93.8,93.5,93.3,92.8,92.4,92.1,91.7,91.2,
Servicio de la deuda pública y con garantía pública (% de exportaciones de bienes servicios e ingresos primarios),9.36238639980654,5.48474320256733,4.49083017570214,6.36784199823955,10.0368888853075,8.11498954292159,6.2762309559491,8.33831893423868,9.45796781778306,9.77685630393959
Recompras y cargos del FMI (TSD US$ a precios actuales),1310162.7,5632878.4,2166995,1999349.1,3348651,2114776.2,3816201.2,39138942.5,12451234.3,8615773.7
AOD neta recibida (% de los gastos del gobierno central),0.155257806292549,0.204759107966245,0.284422361084098,0.126804247872865,0.357962154737277,0.3190000728308,0.220051177229416,0.203275990136938,0.38481474636315,
Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB),0.0346298598571813,0.0454505672825306,0.063511527194913,0.028124496813125,0.0771106146725988,0.0668492699388477,0.0461849309093448,0.0426262112370062,0.0887410311295276,
Ayuda oficial neta recibida (US$ a precios actuales),,,,,,,,,,
Flujos oficiales netos procedentes de organismos de las Naciones Unidas PMA (US$ a precios actuales),,,,,,,,,,
Flujos oficiales netos de organismos de la ONU Fondo para la Consolidacin de la Paz (US$ corrientes),,,,,,,,,,
Flujos oficiales netos de organismos de Naciones Unidas UNECE (US$ a precios actuales),,,,,,,,,,
Flujos oficiales netos procedentes de organismos de las Naciones Unidas ONUSIDA (US$ a precios actuales),5680.69983273745,13418.9398959279,,22500.0008940697,5200.0000141561,,4517.40017160773,,,
PGP otros acreedores privados (FLN US$ a precios actuales),-325176000,601707000,-360123000,-492415000,-110729000,-155975000,-74158000,-64263000,-79436000,338684000
PGP bancos comerciales (FLN US$ a precios actuales),-2064058000,11486576000,1689483000,1905754000,-2600804000,1249320000,-2377409000,-1982653000,-2224916000,364128000
Flujos financieros netos otros (NFL US$ a precios actuales),,,,,,100000000,0,-1450000,144203000,-5797000
FMI en condiciones no concesionarias (FLN US$),,,,,,,,,,
Flujos netos de ayuda bilateral de donantes del CAD instituciones de la Unión Europea (US$ a precios actuales),20120000.8392334,-96629997.253418,67120002.746582,10560000.4196167,121239997.86377,13729999.5422363,10569999.6948242,-66430000.3051758,148179992.675781,
Flujos de ayuda bilateral neta de donantes del Comité de Ayuda al Desarrollo (CAD) Australia (US$ a precios actuales),2950000.04768372,1909999.9666214,1769999.98092651,1120000.00476837,409999.996423721,689999.997615814,209999.993443489,439999.997615814,569999.992847443,
Compañías nacionales que cotizan en Bolsa total,131,138,141,136,137,141,140,139,140,
Remesas de trabajadores y compensación de empleados recibidas (% del PIB),1.93229894853011,1.81952511124945,1.88558627046974,2.23857811407087,2.6602880018257,2.78454954618961,2.92606156733621,3.07497461292527,3.93192753720357,4.252705741723
Inversiones de cartera entrada neta de capital (balanza de pagos US$ a precios actuales),5770381701,-2430670075,4833549827,3601271612,9477336142,10320166859,2421181030,-10079099,186227747,-3163003858
Servicios de transporte (% de las exportaciones de servicios balanza de pagos),5.86159319880516,4.42577115832397,4.09212780115697,6.23484348195242,6.6014132530167,6.90047298293083,7.56134230505528,9.25827951445859,11.3856644974366,8.85879447078471
Exportaciones de bienes (balanza de pagos US$ a precios actuales),371441826319,380728973894,397651459688,380982474705,374310523215,409806219300,451082234752,460939573417,417322823429,495089717352
Comunicaciones computadoras etc. (% de las exportaciones de servicios balanza de pagos),3.30814110534108,2.35045310974687,2.01139945803327,1.88806996019183,1.27593208155166,1.22436724120168,2.34589601614014,2.07452422898668,3.32509595530039,2.88538587351521
Donaciones excluidas las destinadas a cooperación técnica (balanza de pagos US$ corrientes),280790000,298340000,292810000,319210000,188430000,250250000,326950000,224210000,276870000,
Inversiones de cartera neta (balanza de pagos US$ a precios actuales),-60444315320,-44515531367,-44914027593,-17455041727,-26599547793,-10983281674,-8604975014,-7076157795,10308877679,41534993814
Comercio neto de bienes y servicios (balanza de pagos US$ a precios actuales),-14611921035,-14967436808,-16087915097,-24388099532,-21903488097,-20460285386,-24706633159,-2734635362,22907677376,-22516226831
Saldo en cuenta corriente (balanza de pagos US$ a precios actuales),-18407099355,-31421235615,-25290379888,-30931036800,-24179774839.9999,-20029397899,-24349029417,-3406329288.00003,27103367945,-4816853732.00003
Inversión extranjera directa salidas netas (BDP USD a precios actuales),18774806801,18031641040,5644467988,10978379540,7869652875,3083416704,12120868503,5968788035,6022801594,853801796
Cargos por el uso de propiedad intelectual pagos (balanza de pagos US$ a precios actuales),253436000,235142000,239770000,259558000,168503188,122381217,359424651,629408826,608895201,617094293
Importaciones de bienes y servicios (balanza de pagos US$ a precios actuales),402446531541,413790144299,434921671285,428273891652,420427424194,457861738994,504816875432,495391351380,411458247564,544751510715
Rendimiento de los cereales (kg por hectárea),3453.4,3386.9,3581.9,3470.1,3748.8,3799.7,3826.3,3992.4,3806.5,
Índice de cosecha (2004-2006 = 100),90.05,93.18,97.77,97.18,105.05,110.93,113.02,112.8,111.02,
Área de tierra rural (kilómetros cuadrados),,,,1920993.8502536,,,,,,
Área selvática (% del área de tierra),34.3107333007536,34.2477275650094,34.1847218292652,34.1217160935209,34.0559942385349,33.9902672393837,33.9245402402325,33.8588183852465,33.7930913860953,
Área de tierra urbana donde la elevación es inferior a 5 metros (kilómetros cuadrados),,,,425.774183149,,,,,,
Tierra utilizada para la producción de cereales (hectáreas),9733658,9805578,10197589,10000893,10260492,9865991,9426335,9058295,9556004,
Tierras agrícolas (% del área de tierra),51.7050335656781,51.1772422130199,50.7976028190025,50.7626224954346,50.5866920445485,49.8706242444507,49.6494251395355,49.4385143650814,49.969392216878,
Maquinaria agrícola tractores,,,,,,,,,,
Intentional homicides male (per 100000 male),40.0625188626386,34.8901629112545,29.7347264196213,30.6959551463515,35.9328044453818,46.7386026888248,53.0858153389053,52.128575765103,51.2688094902346,
Internally displaced persons new displacement associated with conflict and violence (number of cases),,20000,9000,6000,23000,20000,11000,7100,9700,29000
Exportaciones de productos de alta tecnología (% de las exportaciones de productos manufacturados),21.3529893047675,20.5107806934342,20.197391030004,19.5702756004549,20.6376637466237,21.1660503345638,20.8885529516848,20.4058335844436,21.5052493872229,19.8038345878397
Índice de valor de exportación (2000 = 100),222.8613015,228.4183563,238.5745384,228.7400456,224.7717488,246.1005572,270.9133397,276.9185198,251.0520623,
Mercaderías exportadas hacia economías en desarrollo en África al sur del Sahara (% del total de mercaderías exportadas),0.106163389702511,0.125169269634093,0.116605864242632,0.109952805894533,0.153272862437626,0.106693647068018,0.0815878397117456,0.120805507550955,0.0999760191271442,
Mercaderías exportadas hacia economías en desarrollo en Europa y Asia central (% del total de mercaderías exportadas),0.262019580872239,0.245932397405366,0.188456189502008,0.133048224177256,0.133515886980752,0.146859925799826,0.146425552402527,0.216008762407621,0.223277993472406,
Exportaciones de mercaderías (US$ a precios actuales),370770000000,380015000000,396912000000,380550000000,373948000000,409433000000,450713000000,460604000000,417171000000,494765000000
Seguro y servicios financieros (% de las exportaciones de servicios comerciales),13.2209047554993,16.2462059663718,17.4963335286978,14.5563698365152,11.0376751954626,14.652038985592,12.5717685478207,11.2516085148555,20.9830172573621,15.5409802532618
Exportaciones de materias primas para la actividad agrícola (% de mercaderías  importadas),0.380788834399224,0.350914525245784,0.27926767100022,0.251105299959743,0.239182671031144,0.226207878666056,0.215618456371812,0.205549648562667,0.236068215063658,0.195546656264154
Índice de términos netos de intercambio (2000 = 100),114.1146652,114.0374804,108.2013388,93.55396074,87.87419067,91.79148495,93.9821409,94.86131884,90.59957661,
